EHAM,SKBO,05:21+02:00,21:42-05:00,0,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
EHAM,SLLP,12:00+02:00,02:20-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,12:00+02:00,06:15-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,12:00+02:00,02:46-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,VIDP,20:29+02:00,07:17+05:00,300|VIDP,SLLP,13:25+05:00,02:46-04:00,320
EHAM,SLLP,12:00+02:00,10:26-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,VIDP,20:29+02:00,07:17+05:00,300|VIDP,SLLP,21:05+05:00,10:26-04:00,300
EHAM,SLLP,12:00+02:00,11:15-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320
EHAM,SLLP,12:00+02:00,20:43-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,12:00+02:00,15:54-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,13:23+07:00,15:54-04:00,300
EHAM,SLLP,12:00+02:00,20:13-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,12:00+02:00,21:17-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,SLLP,10:38+04:00,21:17-04:00,360
EHAM,SLLP,12:00+02:00,23:41-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,SLLP,12:02+04:00,23:41-04:00,300
EHAM,SLLP,12:00+02:00,08:20-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,OMDB,23:37+02:00,07:21+04:00,320|OMDB,SLLP,21:41+04:00,08:20-04:00,300
EHAM,SLLP,12:00+02:00,05:22-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,04:30+09:00,05:22-04:00,300
EHAM,SLLP,12:00+02:00,13:33-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,12:41+09:00,13:33-04:00,340
EHAM,SLLP,12:00+02:00,11:57-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,10:54+08:00,11:57-04:00,340
EHAM,SLLP,12:00+02:00,17:45-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,12:00+02:00,23:40-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,12:00+02:00,22:56-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,21:18+02:00,02:28-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SKBO,04:11+02:00,11:43-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,21:18+02:00,02:28-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SKBO,08:17+02:00,15:49-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,21:18+02:00,01:46-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SEQM,10:12+02:00,18:31-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,21:18+02:00,23:06-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SBBR,06:30+02:00,14:04-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,21:18+02:00,18:19-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SPIM,02:20+02:00,11:39-05:00,320|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,21:18+02:00,23:45-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SPIM,02:20+02:00,11:39-05:00,320|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,21:18+02:00,23:45-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SPIM,06:00+02:00,15:19-05:00,340|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,21:18+02:00,13:32-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SLLP,04:48+02:00,13:32-04:00,340
EHAM,SLLP,21:18+02:00,18:59-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SLLP,09:15+02:00,18:59-04:00,320
EHAM,SLLP,21:18+02:00,21:39-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SLLP,12:55+02:00,21:39-04:00,360
EHAM,SLLP,21:18+02:00,03:43-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,21:18+02:00,00:06-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SCEL,02:36+02:00,14:01-03:00,320|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,21:18+02:00,18:21-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SABE,04:39+02:00,15:04-03:00,340|SABE,SLLP,15:33-03:00,18:21-04:00,360
EHAM,SLLP,21:18+02:00,20:34-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,SUAA,03:18+02:00,14:32-03:00,320|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,21:18+02:00,20:11-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EDDI,03:52+02:00,06:30+02:00,300|EDDI,SLLP,11:36+02:00,20:11-04:00,300
EHAM,SLLP,21:18+02:00,01:11-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EDDI,03:52+02:00,06:30+02:00,300|EDDI,SLLP,16:36+02:00,01:11-04:00,360
EHAM,SLLP,21:18+02:00,23:58-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EBCI,05:25+02:00,08:20+02:00,300|EBCI,SLLP,15:13+02:00,23:58-04:00,360
EHAM,SLLP,21:18+02:00,05:41-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EBCI,05:25+02:00,08:20+02:00,300|EBCI,SLLP,21:56+02:00,05:41-04:00,360
EHAM,SLLP,21:18+02:00,23:58-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EBCI,10:13+02:00,13:08+02:00,360|EBCI,SLLP,15:13+02:00,23:58-04:00,360
EHAM,SLLP,21:18+02:00,05:41-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EBCI,10:13+02:00,13:08+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
EHAM,SLLP,21:18+02:00,19:10-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,UMMS,05:36+02:00,09:28+03:00,360|UMMS,SLLP,10:18+03:00,19:10-04:00,320
EHAM,SLLP,21:18+02:00,04:55-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,UMMS,05:36+02:00,09:28+03:00,360|UMMS,SLLP,19:03+03:00,04:55-04:00,340
EHAM,SLLP,21:18+02:00,22:03-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LBSF,03:53+02:00,06:19+03:00,360|LBSF,SLLP,13:53+03:00,22:03-04:00,300
EHAM,SLLP,21:18+02:00,08:36-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LBSF,03:53+02:00,06:19+03:00,360|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,21:18+02:00,22:03-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SLLP,13:53+03:00,22:03-04:00,300
EHAM,SLLP,21:18+02:00,08:36-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,21:18+02:00,08:36-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,21:18+02:00,19:13-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LKPR,04:32+02:00,07:53+02:00,300|LKPR,SLLP,10:38+02:00,19:13-04:00,360
EHAM,SLLP,21:18+02:00,22:22-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LKPR,04:32+02:00,07:53+02:00,300|LKPR,SLLP,13:47+02:00,22:22-04:00,340
EHAM,SLLP,21:18+02:00,07:12-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LKPR,04:32+02:00,07:53+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,21:18+02:00,07:12-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LKPR,11:57+02:00,14:18+02:00,320|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,21:18+02:00,07:12-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LKPR,16:24+02:00,19:45+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,21:18+02:00,06:46-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LDZA,02:37+02:00,04:15+02:00,360|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,21:18+02:00,06:46-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LDZA,11:52+02:00,13:30+02:00,360|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,21:18+02:00,06:46-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,LDZA,12:58+02:00,14:36+02:00,300|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,21:18+02:00,19:57-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EKCH,04:13+02:00,08:16+02:00,320|EKCH,SLLP,10:19+02:00,19:57-04:00,360
EHAM,SLLP,21:18+02:00,02:20-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EKCH,04:13+02:00,08:16+02:00,320|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,21:18+02:00,06:15-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EKCH,04:13+02:00,08:16+02:00,320|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,21:18+02:00,02:20-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EKCH,09:36+02:00,13:39+02:00,320|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,21:18+02:00,06:15-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,EKCH,09:36+02:00,13:39+02:00,320|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,21:18+02:00,10:26-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,VIDP,05:44+02:00,16:32+05:00,340|VIDP,SLLP,21:05+05:00,10:26-04:00,300
EHAM,SLLP,21:18+02:00,10:26-04:00,2,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,VIDP,07:47+02:00,18:35+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300
EHAM,SLLP,21:18+02:00,20:43-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,RKSI,05:26+02:00,14:22+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,21:18+02:00,20:43-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,RKSI,09:21+02:00,18:17+09:00,320|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,21:18+02:00,20:13-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,VTBS,02:38+02:00,13:42+07:00,360|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,21:18+02:00,17:45-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,WMKK,02:41+02:00,15:15+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,21:18+02:00,23:40-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,WMKK,02:41+02:00,15:15+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,21:18+02:00,23:40-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,WMKK,08:11+02:00,21:45+08:00,360|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,21:18+02:00,22:56-04:00,1,false|EHAM,LATI,21:18+02:00,01:24+02:00,300|LATI,WSSS,06:11+02:00,19:53+08:00,360|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,03:06+02:00,21:09-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SEQM,08:50+02:00,15:47-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,03:06+02:00,01:46-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SEQM,08:50+02:00,15:47-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,03:06+02:00,23:06-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SBBR,08:29+02:00,16:15-03:00,340|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,03:06+02:00,17:56-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SBBR,23:32+02:00,07:18-03:00,300|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,03:06+02:00,23:06-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SBBR,23:32+02:00,07:18-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,03:06+02:00,09:15-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,05:55-05:00,09:15-04:00,300
EHAM,SLLP,03:06+02:00,12:57-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,08:37-05:00,12:57-04:00,360
EHAM,SLLP,03:06+02:00,18:19-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,03:06+02:00,23:45-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,03:06+02:00,16:11-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,SLLP,07:30+02:00,16:11-04:00,320
EHAM,SLLP,03:06+02:00,21:39-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LATI,07:56+02:00,10:57+02:00,340|LATI,SLLP,12:55+02:00,21:39-04:00,360
EHAM,SLLP,03:06+02:00,03:43-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LATI,07:56+02:00,10:57+02:00,340|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,03:06+02:00,03:43-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LATI,14:23+02:00,17:24+02:00,320|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,03:06+02:00,01:11-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,EDDI,10:34+02:00,12:11+02:00,360|EDDI,SLLP,16:36+02:00,01:11-04:00,360
EHAM,SLLP,03:06+02:00,05:41-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,EBCI,17:23+02:00,20:31+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
EHAM,SLLP,03:06+02:00,08:36-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LBSF,18:46+02:00,22:51+03:00,360|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,03:06+02:00,19:13-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LKPR,06:27+02:00,08:47+02:00,320|LKPR,SLLP,10:38+02:00,19:13-04:00,360
EHAM,SLLP,03:06+02:00,22:22-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LKPR,06:27+02:00,08:47+02:00,320|LKPR,SLLP,13:47+02:00,22:22-04:00,340
EHAM,SLLP,03:06+02:00,07:12-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LKPR,06:27+02:00,08:47+02:00,320|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,03:06+02:00,07:12-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LKPR,13:34+02:00,15:54+02:00,340|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,03:06+02:00,07:12-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LKPR,17:06+02:00,19:26+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,03:06+02:00,06:46-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LDZA,11:21+02:00,13:46+02:00,300|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,03:06+02:00,06:46-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,LDZA,17:41+02:00,19:06+02:00,320|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,03:06+02:00,02:20-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,EKCH,10:08+02:00,13:10+02:00,300|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,03:06+02:00,06:15-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,EKCH,10:08+02:00,13:10+02:00,300|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,03:06+02:00,20:43-04:00,0,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,RKSI,08:04+02:00,18:39+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,03:06+02:00,11:15-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,RKSI,22:04+02:00,08:39+09:00,340|RKSI,SLLP,10:24+09:00,11:15-04:00,320
EHAM,SLLP,03:06+02:00,20:43-04:00,1,false|EHAM,LOWW,03:06+02:00,06:18+02:00,360|LOWW,RKSI,22:04+02:00,08:39+09:00,340|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,11:31+02:00,02:28-04:00,2,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SKBO,19:56+02:00,02:06-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,11:31+02:00,13:02-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SEQM,20:55+02:00,03:52-05:00,360|SEQM,SLLP,08:25-05:00,13:02-04:00,320
EHAM,SLLP,11:31+02:00,21:09-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SEQM,20:55+02:00,03:52-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,11:31+02:00,01:46-04:00,2,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SEQM,20:55+02:00,03:52-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,11:31+02:00,17:56-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SBBR,23:32+02:00,07:18-03:00,300|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,11:31+02:00,23:06-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SBBR,23:32+02:00,07:18-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,11:31+02:00,09:15-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,05:55-05:00,09:15-04:00,300
EHAM,SLLP,11:31+02:00,12:57-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,08:37-05:00,12:57-04:00,360
EHAM,SLLP,11:31+02:00,18:19-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,11:31+02:00,23:45-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,11:31+02:00,20:34-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,SUAA,20:53+02:00,07:27-03:00,320|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,11:31+02:00,13:32-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LATI,23:06+02:00,02:07+02:00,320|LATI,SLLP,04:48+02:00,13:32-04:00,340
EHAM,SLLP,11:31+02:00,18:59-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LATI,23:06+02:00,02:07+02:00,320|LATI,SLLP,09:15+02:00,18:59-04:00,320
EHAM,SLLP,11:31+02:00,21:39-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LATI,23:06+02:00,02:07+02:00,320|LATI,SLLP,12:55+02:00,21:39-04:00,360
EHAM,SLLP,11:31+02:00,03:43-04:00,2,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LATI,23:06+02:00,02:07+02:00,320|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,11:31+02:00,05:41-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,EBCI,17:23+02:00,20:31+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
EHAM,SLLP,11:31+02:00,08:36-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LBSF,18:46+02:00,22:51+03:00,360|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,11:31+02:00,07:12-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LKPR,17:06+02:00,19:26+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,11:31+02:00,06:46-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,LDZA,17:41+02:00,19:06+02:00,320|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,11:31+02:00,11:15-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,RKSI,22:04+02:00,08:39+09:00,340|RKSI,SLLP,10:24+09:00,11:15-04:00,320
EHAM,SLLP,11:31+02:00,20:43-04:00,1,false|EHAM,LOWW,11:31+02:00,14:43+02:00,360|LOWW,RKSI,22:04+02:00,08:39+09:00,340|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,22:53+02:00,02:28-04:00,2,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SKBO,05:56+02:00,12:06-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,22:53+02:00,21:09-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SEQM,02:44+02:00,09:41-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,22:53+02:00,01:46-04:00,2,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SEQM,02:44+02:00,09:41-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,22:53+02:00,21:09-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SEQM,08:50+02:00,15:47-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,22:53+02:00,01:46-04:00,2,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SEQM,08:50+02:00,15:47-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,22:53+02:00,17:56-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SBBR,02:19+02:00,10:05-03:00,300|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,22:53+02:00,23:06-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SBBR,02:19+02:00,10:05-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,22:53+02:00,23:06-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SBBR,08:29+02:00,16:15-03:00,340|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,22:53+02:00,23:45-04:00,1,false|EHAM,LOWW,22:53+02:00,01:05+02:00,320|LOWW,SPIM,06:10+02:00,15:16-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
