EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SABE,01:01+02:00,13:35-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|767,SCEL,SABE,10:11-03:00,13:35-03:00,360
EKCH,SABE,01:01+02:00,00:32-03:00,2,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
EKCH,SABE,01:01+02:00,20:19-03:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|105,SEQM,SABE,11:54-05:00,20:19-03:00,300
EKCH,SABE,01:01+02:00,23:48-03:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,01:01+02:00,03:33-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,01:01+02:00,03:09-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|111,SEQM,SGAS,10:06-05:00,17:36-04:00,300|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,01:01+02:00,03:09-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|113,SEQM,SGAS,14:49-05:00,21:19-04:00,340|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,01:01+02:00,23:45-03:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|117,SEQM,SUAA,10:50-05:00,19:23-03:00,340|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,06:25+02:00,18:00-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|265,SVMI,SABE,09:46-04:00,18:00-03:00,320
EKCH,SABE,06:25+02:00,07:03-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|405,SBBR,SABE,03:04-03:00,07:03-03:00,320
EKCH,SABE,06:25+02:00,14:16-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|407,SBBR,SABE,10:17-03:00,14:16-03:00,360
EKCH,SABE,06:25+02:00,17:27-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|409,SBBR,SABE,13:28-03:00,17:27-03:00,360
EKCH,SABE,06:25+02:00,00:42-03:00,2,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,06:25+02:00,02:35-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|87,SEQM,SPIM,16:20-05:00,19:01-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,06:25+02:00,14:58-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320|627,SLLP,SABE,09:10-04:00,14:58-03:00,340
EKCH,SABE,06:25+02:00,20:23-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320|629,SLLP,SABE,15:35-04:00,20:23-03:00,340
EKCH,SABE,06:25+02:00,13:35-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|767,SCEL,SABE,10:11-03:00,13:35-03:00,360
EKCH,SABE,06:25+02:00,00:32-03:00,2,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
EKCH,SABE,06:25+02:00,23:48-03:00,0,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,06:25+02:00,03:33-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,06:25+02:00,03:09-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|113,SEQM,SGAS,14:49-05:00,21:19-04:00,340|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,06:25+02:00,10:28-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|119,SEQM,SUAA,18:02-05:00,03:35-03:00,360|804,SUAA,SABE,08:15-03:00,10:28-03:00,340
EKCH,SABE,06:25+02:00,23:45-03:00,1,false|172,EKCH,SEQM,06:25+02:00,13:00-05:00,360|119,SEQM,SUAA,18:02-05:00,03:35-03:00,360|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,20:06+02:00,19:24-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340|35,SKBO,SABE,10:41-05:00,19:24-03:00,300
EKCH,SABE,20:06+02:00,06:00-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,20:06+02:00,06:00-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,20:06+02:00,00:42-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|77,SEQM,SBBR,06:11-05:00,14:57-03:00,300|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,20:06+02:00,00:42-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|79,SEQM,SBBR,10:54-05:00,18:40-03:00,300|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,20:06+02:00,00:59-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,20:06+02:00,02:35-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,20:06+02:00,02:35-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|87,SEQM,SPIM,16:20-05:00,19:01-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,20:06+02:00,20:23-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|91,SEQM,SLLP,08:25-05:00,13:02-04:00,320|629,SLLP,SABE,15:35-04:00,20:23-03:00,340
EKCH,SABE,20:06+02:00,00:32-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
EKCH,SABE,20:06+02:00,00:32-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
EKCH,SABE,20:06+02:00,20:19-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|105,SEQM,SABE,11:54-05:00,20:19-03:00,300
EKCH,SABE,20:06+02:00,23:48-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,20:06+02:00,03:33-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,20:06+02:00,03:09-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|111,SEQM,SGAS,10:06-05:00,17:36-04:00,300|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,20:06+02:00,03:09-03:00,2,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|113,SEQM,SGAS,14:49-05:00,21:19-04:00,340|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,20:06+02:00,23:45-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|115,SEQM,SUAA,04:59-05:00,13:32-03:00,320|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,20:06+02:00,23:45-03:00,1,false|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|117,SEQM,SUAA,10:50-05:00,19:23-03:00,340|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,06:22+02:00,06:00-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,06:22+02:00,03:33-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|74,SVMI,SEQM,14:49-04:00,17:59-05:00,300|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,06:22+02:00,14:16-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|407,SBBR,SABE,10:17-03:00,14:16-03:00,360
EKCH,SABE,06:22+02:00,17:27-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|409,SBBR,SABE,13:28-03:00,17:27-03:00,360
EKCH,SABE,06:22+02:00,00:42-03:00,2,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,06:22+02:00,02:35-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|255,SVMI,SPIM,13:09-04:00,17:35-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,06:22+02:00,13:13-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|796,SGAS,SABE,09:58-04:00,13:13-03:00,320
EKCH,SABE,06:22+02:00,21:33-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,06:22+02:00,03:09-03:00,2,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,06:22+02:00,10:28-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|279,SVMI,SUAA,19:49-04:00,04:06-03:00,300|804,SUAA,SABE,08:15-03:00,10:28-03:00,340
EKCH,SABE,06:22+02:00,23:45-03:00,1,false|326,EKCH,SVMI,06:22+02:00,12:51-04:00,360|279,SVMI,SUAA,19:49-04:00,04:06-03:00,300|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,08:50+02:00,06:00-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,08:50+02:00,03:33-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|74,SVMI,SEQM,14:49-04:00,17:59-05:00,300|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,08:50+02:00,14:16-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|407,SBBR,SABE,10:17-03:00,14:16-03:00,360
EKCH,SABE,08:50+02:00,17:27-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|409,SBBR,SABE,13:28-03:00,17:27-03:00,360
EKCH,SABE,08:50+02:00,00:42-03:00,2,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|249,SVMI,SBBR,20:41-04:00,03:03-03:00,300|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,08:50+02:00,13:13-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|796,SGAS,SABE,09:58-04:00,13:13-03:00,320
EKCH,SABE,08:50+02:00,21:33-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,08:50+02:00,03:09-03:00,2,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,08:50+02:00,10:28-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|279,SVMI,SUAA,19:49-04:00,04:06-03:00,300|804,SUAA,SABE,08:15-03:00,10:28-03:00,340
EKCH,SABE,08:50+02:00,23:45-03:00,1,false|328,EKCH,SVMI,08:50+02:00,14:19-04:00,320|279,SVMI,SUAA,19:49-04:00,04:06-03:00,300|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,18:53+02:00,19:24-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340|35,SKBO,SABE,10:41-05:00,19:24-03:00,300
EKCH,SABE,18:53+02:00,06:00-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,18:53+02:00,06:00-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,18:53+02:00,20:19-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|72,SVMI,SEQM,02:00-04:00,05:10-05:00,340|105,SEQM,SABE,11:54-05:00,20:19-03:00,300
EKCH,SABE,18:53+02:00,23:48-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|72,SVMI,SEQM,02:00-04:00,05:10-05:00,340|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,18:53+02:00,03:33-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|72,SVMI,SEQM,02:00-04:00,05:10-05:00,340|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,18:53+02:00,03:33-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|74,SVMI,SEQM,14:49-04:00,17:59-05:00,300|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,18:53+02:00,00:59-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|251,SVMI,SPIM,05:03-04:00,09:29-05:00,300|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,18:53+02:00,02:35-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|251,SVMI,SPIM,05:03-04:00,09:29-05:00,300|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,18:53+02:00,00:59-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|253,SVMI,SPIM,06:23-04:00,10:49-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,18:53+02:00,02:35-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|253,SVMI,SPIM,06:23-04:00,10:49-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,18:53+02:00,02:35-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|255,SVMI,SPIM,13:09-04:00,17:35-05:00,360|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,18:53+02:00,14:58-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|259,SVMI,SLLP,01:15-04:00,06:53-04:00,300|627,SLLP,SABE,09:10-04:00,14:58-03:00,340
EKCH,SABE,18:53+02:00,20:23-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|259,SVMI,SLLP,01:15-04:00,06:53-04:00,300|629,SLLP,SABE,15:35-04:00,20:23-03:00,340
EKCH,SABE,18:53+02:00,18:00-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|265,SVMI,SABE,09:46-04:00,18:00-03:00,320
EKCH,SABE,18:53+02:00,13:13-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|267,SVMI,SGAS,00:41-04:00,07:43-04:00,300|796,SGAS,SABE,09:58-04:00,13:13-03:00,320
EKCH,SABE,18:53+02:00,21:33-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|267,SVMI,SGAS,00:41-04:00,07:43-04:00,300|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,18:53+02:00,03:09-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|267,SVMI,SGAS,00:41-04:00,07:43-04:00,300|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,18:53+02:00,21:33-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|269,SVMI,SGAS,08:58-04:00,15:00-04:00,360|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,18:53+02:00,03:09-03:00,2,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|269,SVMI,SGAS,08:58-04:00,15:00-04:00,360|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,18:53+02:00,23:45-03:00,1,false|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|275,SVMI,SUAA,06:28-04:00,15:45-03:00,340|806,SUAA,SABE,21:32-03:00,23:45-03:00,340
EKCH,SABE,04:35+02:00,06:00-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360|37,SKBO,SABE,21:17-05:00,06:00-03:00,300
EKCH,SABE,04:35+02:00,13:35-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|767,SCEL,SABE,10:11-03:00,13:35-03:00,360
EKCH,SABE,04:35+02:00,00:32-03:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
EKCH,SABE,04:35+02:00,00:42-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,04:35+02:00,03:09-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|417,SBBR,SGAS,17:21-03:00,19:16-04:00,320|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,04:35+02:00,05:47-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|794,SGAS,SABE,01:32-04:00,05:47-03:00,320
EKCH,SABE,04:35+02:00,13:13-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|796,SGAS,SABE,09:58-04:00,13:13-03:00,320
EKCH,SABE,04:35+02:00,21:33-03:00,1,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,04:35+02:00,03:09-03:00,2,false|476,EKCH,SBBR,04:35+02:00,13:35-03:00,360|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,01:04+02:00,00:42-03:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,01:04+02:00,00:59-03:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,01:04+02:00,02:35-03:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,01:04+02:00,20:23-03:00,0,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|629,SLLP,SABE,15:35-04:00,20:23-03:00,340
EKCH,SABE,01:04+02:00,21:33-03:00,0,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,01:04+02:00,03:09-03:00,1,false|688,EKCH,SLLP,01:04+02:00,10:42-04:00,360|635,SLLP,SGAS,13:38-04:00,16:32-04:00,340|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,10:19+02:00,12:41-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|103,SEQM,SABE,03:16-05:00,12:41-03:00,300
EKCH,SABE,10:19+02:00,20:19-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|105,SEQM,SABE,11:54-05:00,20:19-03:00,300
EKCH,SABE,10:19+02:00,23:48-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,10:19+02:00,03:33-03:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|96,SLLP,SEQM,22:12-04:00,01:49-05:00,360|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,10:19+02:00,14:16-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|407,SBBR,SABE,10:17-03:00,14:16-03:00,360
EKCH,SABE,10:19+02:00,17:27-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|409,SBBR,SABE,13:28-03:00,17:27-03:00,360
EKCH,SABE,10:19+02:00,00:42-03:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|400,SLLP,SBBR,22:27-04:00,03:17-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,10:19+02:00,13:13-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|796,SGAS,SABE,09:58-04:00,13:13-03:00,320
EKCH,SABE,10:19+02:00,21:33-03:00,1,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|798,SGAS,SABE,17:18-04:00,21:33-03:00,360
EKCH,SABE,10:19+02:00,03:09-03:00,2,false|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360|637,SLLP,SGAS,23:14-04:00,02:08-04:00,360|800,SGAS,SABE,23:54-04:00,03:09-03:00,360
EKCH,SABE,17:42+02:00,20:19-03:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|105,SEQM,SABE,11:54-05:00,20:19-03:00,300
EKCH,SABE,17:42+02:00,23:48-03:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,17:42+02:00,03:33-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|90,SLLP,SEQM,03:43-04:00,06:20-05:00,320|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,17:42+02:00,23:48-03:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|107,SEQM,SABE,14:23-05:00,23:48-03:00,320
EKCH,SABE,17:42+02:00,03:33-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|92,SLLP,SEQM,10:46-04:00,13:23-05:00,320|109,SEQM,SABE,18:08-05:00,03:33-03:00,320
EKCH,SABE,17:42+02:00,17:27-03:00,1,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|409,SBBR,SABE,13:28-03:00,17:27-03:00,360
EKCH,SABE,17:42+02:00,00:42-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|396,SLLP,SBBR,06:59-04:00,11:49-03:00,320|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,17:42+02:00,00:42-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|398,SLLP,SBBR,12:27-04:00,17:17-03:00,360|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,17:42+02:00,00:59-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,17:42+02:00,02:35-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|548,SLLP,SPIM,08:30-04:00,10:50-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,17:42+02:00,00:59-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,17:42+02:00,02:35-03:00,2,false|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|550,SLLP,SPIM,12:10-04:00,14:30-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
