OMDB,SKBO,00:23+04:00,21:42-05:00,0,false|OMDB,SEQM,00:23+04:00,10:19-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
OMDB,SGAS,19:25+04:00,05:23-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,13:28+09:00,12:53-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:25+04:00,19:16-04:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,19:25+04:00,00:27-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:25+04:00,00:27-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SBBR,20:11+09:00,20:49-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:25+04:00,16:32-04:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,19:25+04:00,02:08-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:25+04:00,02:08-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,02:59+04:00,05:23-04:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,02:59+04:00,19:16-04:00,0,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,02:59+04:00,00:27-04:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,02:59+04:00,02:08-04:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,02:59+04:00,02:08-04:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SLLP,18:42+07:00,20:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,07:19+04:00,02:08-04:00,1,false|OMDB,VTBS,07:19+04:00,18:28+07:00,360|VTBS,SLLP,18:42+07:00,20:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,17:58+04:00,05:23-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,17:58+04:00,08:06-04:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,05:36+07:00,05:24-03:00,360|SBBR,SGAS,06:11-03:00,08:06-04:00,300
OMDB,SGAS,17:58+04:00,19:16-04:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,05:36+07:00,05:24-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,17:58+04:00,00:27-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,05:36+07:00,05:24-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,17:58+04:00,19:16-04:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,17:58+04:00,00:27-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,17:58+04:00,19:16-04:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,17:58+04:00,00:27-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,17:58+04:00,16:32-04:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SLLP,05:58+07:00,07:29-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,17:58+04:00,02:08-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SLLP,05:58+07:00,07:29-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,17:58+04:00,02:08-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,17:58+04:00,02:08-04:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SLLP,18:42+07:00,20:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:45+04:00,05:23-04:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:45+04:00,19:16-04:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,19:45+04:00,00:27-04:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:45+04:00,19:16-04:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,19:45+04:00,00:27-04:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:45+04:00,02:08-04:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:45+04:00,02:08-04:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SLLP,18:42+07:00,20:13-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,04:26+04:00,00:27-04:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,SBBR,17:58+08:00,18:44-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,04:26+04:00,09:24-04:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,06:30-04:00,09:24-04:00,300
OMDB,SGAS,04:26+04:00,16:32-04:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,04:26+04:00,02:08-04:00,2,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,09:27+04:00,09:24-04:00,1,false|OMDB,ZBAA,09:27+04:00,20:59+08:00,340|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,06:30-04:00,09:24-04:00,300
OMDB,SGAS,09:27+04:00,16:32-04:00,1,false|OMDB,ZBAA,09:27+04:00,20:59+08:00,340|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,09:27+04:00,02:08-04:00,2,false|OMDB,ZBAA,09:27+04:00,20:59+08:00,340|ZBAA,SLLP,23:01+08:00,01:54-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,16:20+04:00,21:19-04:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SEQM,11:32+08:00,12:01-05:00,300|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,16:20+04:00,15:00-04:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,16:20+04:00,05:23-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,16:20+04:00,05:23-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,13:29+08:00,13:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,16:20+04:00,19:16-04:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,16:20+04:00,00:27-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,16:20+04:00,19:16-04:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,16:20+04:00,00:27-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,16:20+04:00,00:27-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,17:58+08:00,18:44-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,16:20+04:00,16:32-04:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SLLP,06:47+08:00,08:40-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,16:20+04:00,02:08-04:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SLLP,06:47+08:00,08:40-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:19+04:00,21:19-04:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SEQM,11:32+08:00,12:01-05:00,300|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,19:19+04:00,15:00-04:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,19:19+04:00,05:23-04:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:19+04:00,05:23-04:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,13:29+08:00,13:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:19+04:00,19:16-04:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,19:19+04:00,00:27-04:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:19+04:00,19:16-04:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,19:19+04:00,00:27-04:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:19+04:00,00:27-04:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,17:58+08:00,18:44-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,22:51+04:00,21:19-04:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,SEQM,13:52+09:00,13:34-05:00,320|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,22:51+04:00,02:08-04:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,SLLP,12:41+09:00,13:33-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,00:45+04:00,21:19-04:00,0,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SEQM,12:44+08:00,13:02-05:00,360|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,00:45+04:00,05:23-04:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SVMI,13:25+08:00,13:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,00:45+04:00,05:23-04:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SVMI,18:46+08:00,18:22-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,00:45+04:00,19:16-04:00,0,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,00:45+04:00,00:27-04:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,00:45+04:00,00:27-04:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SBBR,23:04+08:00,22:18-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,00:45+04:00,02:08-04:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SLLP,16:42+08:00,17:45-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,13:02+04:00,17:36-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SEQM,04:47+08:00,05:05-05:00,300|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,13:02+04:00,21:19-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SEQM,04:47+08:00,05:05-05:00,300|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,13:02+04:00,17:36-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SEQM,07:06+08:00,08:24-05:00,340|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,13:02+04:00,21:19-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SEQM,07:06+08:00,08:24-05:00,340|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,13:02+04:00,21:19-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SEQM,12:44+08:00,13:02-05:00,360|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,13:02+04:00,15:00-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,04:12+08:00,04:48-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,13:02+04:00,05:23-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,04:12+08:00,04:48-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,13:02+04:00,15:00-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,07:31+08:00,07:07-04:00,320|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,13:02+04:00,05:23-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,07:31+08:00,07:07-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,13:02+04:00,05:23-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,13:25+08:00,13:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,13:02+04:00,05:23-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SVMI,18:46+08:00,18:22-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,13:02+04:00,06:52-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,04:00+08:00,03:14-03:00,320|SBBR,SGAS,04:57-03:00,06:52-04:00,320
OMDB,SGAS,13:02+04:00,08:06-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,04:00+08:00,03:14-03:00,320|SBBR,SGAS,06:11-03:00,08:06-04:00,300
OMDB,SGAS,13:02+04:00,19:16-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,04:00+08:00,03:14-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,13:02+04:00,00:27-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,04:00+08:00,03:14-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,13:02+04:00,08:06-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,07:51+08:00,06:05-03:00,360|SBBR,SGAS,06:11-03:00,08:06-04:00,300
OMDB,SGAS,13:02+04:00,19:16-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,07:51+08:00,06:05-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,13:02+04:00,00:27-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,07:51+08:00,06:05-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,13:02+04:00,19:16-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,13:02+04:00,00:27-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,13:02+04:00,00:27-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SBBR,23:04+08:00,22:18-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,13:02+04:00,09:24-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,03:03+08:00,04:06-04:00,320|SLLP,SGAS,06:30-04:00,09:24-04:00,300
OMDB,SGAS,13:02+04:00,16:32-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,03:03+08:00,04:06-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,13:02+04:00,02:08-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,03:03+08:00,04:06-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,13:02+04:00,16:32-04:00,1,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,10:54+08:00,11:57-04:00,340|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,13:02+04:00,02:08-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,10:54+08:00,11:57-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,13:02+04:00,02:08-04:00,2,false|OMDB,WMKK,13:02+04:00,01:53+08:00,360|WMKK,SLLP,16:42+08:00,17:45-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,21:28+04:00,21:19-04:00,1,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SEQM,12:44+08:00,13:02-05:00,360|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,21:28+04:00,05:23-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SVMI,13:25+08:00,13:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,21:28+04:00,05:23-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SVMI,18:46+08:00,18:22-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,21:28+04:00,19:16-04:00,1,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,21:28+04:00,00:27-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SBBR,16:41+08:00,15:55-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,21:28+04:00,00:27-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SBBR,23:04+08:00,22:18-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,21:28+04:00,16:32-04:00,1,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SLLP,10:54+08:00,11:57-04:00,340|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,21:28+04:00,02:08-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SLLP,10:54+08:00,11:57-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,21:28+04:00,02:08-04:00,2,false|OMDB,WMKK,21:28+04:00,09:19+08:00,340|WMKK,SLLP,16:42+08:00,17:45-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,01:19+04:00,05:23-04:00,1,false|OMDB,WSSS,01:19+04:00,13:15+08:00,300|WSSS,SVMI,21:49+08:00,21:27-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,01:19+04:00,19:16-04:00,0,false|OMDB,WSSS,01:19+04:00,13:15+08:00,300|WSSS,SBBR,16:30+08:00,15:41-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,01:19+04:00,00:27-04:00,1,false|OMDB,WSSS,01:19+04:00,13:15+08:00,300|WSSS,SBBR,16:30+08:00,15:41-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,01:19+04:00,02:08-04:00,1,false|OMDB,WSSS,01:19+04:00,13:15+08:00,300|WSSS,SLLP,21:55+08:00,22:56-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:33+04:00,05:23-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SVMI,21:49+08:00,21:27-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,14:33+04:00,19:16-04:00,1,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SBBR,10:53+08:00,09:04-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,14:33+04:00,00:27-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SBBR,10:53+08:00,09:04-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:33+04:00,19:16-04:00,1,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SBBR,16:30+08:00,15:41-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,14:33+04:00,00:27-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SBBR,16:30+08:00,15:41-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:33+04:00,09:24-04:00,1,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,03:05+08:00,04:06-04:00,360|SLLP,SGAS,06:30-04:00,09:24-04:00,300
OMDB,SGAS,14:33+04:00,16:32-04:00,1,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,03:05+08:00,04:06-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,14:33+04:00,02:08-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,03:05+08:00,04:06-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:33+04:00,16:32-04:00,1,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,08:49+08:00,09:50-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,14:33+04:00,02:08-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,08:49+08:00,09:50-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:33+04:00,02:08-04:00,2,false|OMDB,WSSS,14:33+04:00,02:29+08:00,360|WSSS,SLLP,21:55+08:00,22:56-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,21:10+04:00,05:23-04:00,2,false|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,SVMI,21:49+08:00,21:27-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,21:10+04:00,19:16-04:00,1,false|OMDB,WSSS,21:10+04:00,09:06+08:00,320|WSSS,SBBR,10:53+08:00,09:04-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
