UMMS,SKBO,03:40+03:00,21:42-05:00,0,false|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SCEL,06:23+03:00,17:43-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,06:23+03:00,01:33-03:00,2,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,06:23+03:00,08:27-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,06:23+03:00,03:07-03:00,2,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,06:23+03:00,20:55-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,06:23+03:00,01:37-03:00,2,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,06:23+03:00,07:07-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320
UMMS,SCEL,06:23+03:00,00:46-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,06:23+03:00,00:46-03:00,2,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|662,EBCI,SLLP,21:56+02:00,05:41-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,06:23+03:00,02:04-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|836,EBCI,SUAA,10:22+02:00,20:15-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,06:23+03:00,13:33-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,06:23+03:00,20:47-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,06:23+03:00,02:04-03:00,2,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,06:23+03:00,10:40-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,11:58+03:00,07:54-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,11:58+03:00,13:45-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,11:58+03:00,17:43-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,11:58+03:00,01:33-03:00,2,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,11:58+03:00,08:27-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,11:58+03:00,03:07-03:00,2,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|452,EBCI,SBBR,16:54+02:00,00:56-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,11:58+03:00,20:55-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,11:58+03:00,01:37-03:00,2,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,11:58+03:00,07:07-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320
UMMS,SCEL,11:58+03:00,00:46-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,11:58+03:00,00:46-03:00,2,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|662,EBCI,SLLP,21:56+02:00,05:41-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,11:58+03:00,13:33-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,11:58+03:00,20:47-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,11:58+03:00,02:04-03:00,2,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|838,EBCI,SUAA,19:25+02:00,05:18-03:00,300|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,11:58+03:00,10:40-03:00,1,false|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,16:17+03:00,13:45-03:00,1,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,16:17+03:00,17:43-03:00,1,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,16:17+03:00,01:33-03:00,2,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,16:17+03:00,20:55-03:00,1,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,16:17+03:00,01:37-03:00,2,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|606,EBCI,SPIM,23:50+02:00,07:54-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,16:17+03:00,00:46-03:00,2,false|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|662,EBCI,SLLP,21:56+02:00,05:41-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,05:12+03:00,01:33-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|154,LBSF,SEQM,09:07+03:00,16:50-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,05:12+03:00,17:43-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,05:12+03:00,01:33-03:00,2,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,05:12+03:00,21:54-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,05:12+03:00,03:07-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|460,LBSF,SBBR,13:51+03:00,21:51-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,05:12+03:00,08:27-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,05:12+03:00,03:07-03:00,2,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,05:12+03:00,14:16-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,05:12+03:00,20:55-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,05:12+03:00,01:37-03:00,2,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,05:12+03:00,00:46-03:00,2,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,05:12+03:00,10:40-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,05:12+03:00,10:40-03:00,1,false|1113,UMMS,LBSF,05:12+03:00,08:48+03:00,300|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,13:18+03:00,17:43-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,13:18+03:00,01:33-03:00,2,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,13:18+03:00,21:54-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|312,LBSF,SVMI,21:08+03:00,03:41-04:00,300|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,13:18+03:00,08:27-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,13:18+03:00,03:07-03:00,2,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|462,LBSF,SBBR,19:11+03:00,03:11-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,13:18+03:00,14:16-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,13:18+03:00,20:55-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,13:18+03:00,01:37-03:00,2,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,13:18+03:00,00:46-03:00,2,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,13:18+03:00,13:33-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|854,LBSF,SUAA,18:00+03:00,04:40-03:00,340|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,13:18+03:00,20:47-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|854,LBSF,SUAA,18:00+03:00,04:40-03:00,340|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,13:18+03:00,02:04-03:00,2,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|854,LBSF,SUAA,18:00+03:00,04:40-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,13:18+03:00,10:40-03:00,1,false|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,18:02+03:00,17:43-03:00,1,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,18:02+03:00,01:33-03:00,2,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|156,LBSF,SEQM,22:22+03:00,05:05-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,18:02+03:00,14:16-03:00,1,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,18:02+03:00,20:55-03:00,1,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,18:02+03:00,01:37-03:00,2,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|622,LBSF,SPIM,22:43+03:00,06:27-05:00,300|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,18:02+03:00,00:46-03:00,2,false|1117,UMMS,LBSF,18:02+03:00,21:38+03:00,320|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,17:28+03:00,03:07-03:00,2,false|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,17:28+03:00,00:46-03:00,2,false|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,00:22+03:00,01:33-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,00:22+03:00,21:54-03:00,0,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|320,LDZA,SVMI,04:20+02:00,10:08-04:00,320|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,00:22+03:00,03:07-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,00:22+03:00,03:07-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,00:22+03:00,00:46-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,00:22+03:00,02:04-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,00:22+03:00,01:52-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
UMMS,SCEL,00:22+03:00,10:40-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,00:22+03:00,10:40-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,00:22+03:00,10:40-03:00,1,false|1121,UMMS,LDZA,00:22+03:00,02:55+02:00,320|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,15:45+03:00,17:43-03:00,1,false|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,15:45+03:00,01:33-03:00,2,false|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,15:45+03:00,21:54-03:00,1,false|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,15:45+03:00,00:46-03:00,2,false|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,15:45+03:00,10:40-03:00,1,false|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,17:09+03:00,17:43-03:00,1,false|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,17:09+03:00,01:33-03:00,2,false|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,17:09+03:00,21:54-03:00,1,false|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,17:09+03:00,00:46-03:00,2,false|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,08:57+03:00,13:45-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,08:57+03:00,17:43-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,08:57+03:00,01:33-03:00,2,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,08:57+03:00,21:54-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|330,EKCH,SVMI,18:53+02:00,00:22-04:00,300|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,08:57+03:00,07:07-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320
UMMS,SCEL,08:57+03:00,00:46-03:00,2,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,08:57+03:00,00:46-03:00,2,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,08:57+03:00,10:40-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|922,EKCH,LATI,11:47+02:00,15:50+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,08:57+03:00,10:40-03:00,1,false|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|924,EKCH,LATI,17:27+02:00,21:30+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,17:26+03:00,13:45-03:00,1,false|1129,UMMS,EKCH,17:26+03:00,19:46+02:00,360|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,17:26+03:00,17:43-03:00,1,false|1129,UMMS,EKCH,17:26+03:00,19:46+02:00,360|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,17:26+03:00,01:33-03:00,2,false|1129,UMMS,EKCH,17:26+03:00,19:46+02:00,360|176,EKCH,SEQM,20:06+02:00,03:41-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,17:26+03:00,00:46-03:00,2,false|1129,UMMS,EKCH,17:26+03:00,19:46+02:00,360|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,07:35+03:00,13:45-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,07:35+03:00,17:43-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,07:35+03:00,01:33-03:00,2,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,07:35+03:00,21:54-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,07:35+03:00,08:27-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,07:35+03:00,03:07-03:00,2,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,07:35+03:00,00:46-03:00,2,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|702,EHAM,SLLP,23:15+02:00,07:07-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,07:35+03:00,10:40-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|930,EHAM,LATI,12:00+02:00,16:06+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,07:35+03:00,14:01-03:00,1,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|788,LATI,SCEL,02:36+02:00,14:01-03:00,320
UMMS,SCEL,07:35+03:00,01:52-03:00,2,false|1131,UMMS,EHAM,07:35+03:00,10:37+02:00,300|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
UMMS,SCEL,09:28+03:00,13:45-03:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,09:28+03:00,17:43-03:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,09:28+03:00,01:33-03:00,2,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,09:28+03:00,21:54-03:00,1,false|1133,UMMS,EHAM,09:28+03:00,12:30+02:00,340|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
