VIDP,SKBO,00:44+05:00,21:42-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,EDDI,03:32+05:00,01:09+02:00,1,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,03:32+05:00,16:20+02:00,0,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,03:32+05:00,23:33+02:00,0,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,03:32+05:00,23:33+02:00,0,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,03:32+05:00,20:34+02:00,0,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,03:32+05:00,01:24+02:00,1,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,03:32+05:00,01:27+02:00,1,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,03:32+05:00,01:27+02:00,1,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,07:53+05:00,01:09+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,07:53+05:00,06:52+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300
VIDP,EDDI,07:53+05:00,12:11+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360
VIDP,EDDI,07:53+05:00,18:39+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360
VIDP,EDDI,07:53+05:00,23:33+02:00,0,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,07:53+05:00,01:24+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,07:53+05:00,01:27+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,07:53+05:00,01:27+02:00,1,false|1140,VIDP,UMMS,07:53+05:00,13:59+03:00,300|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,16:30+05:00,05:55+02:00,2,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|437,SBBR,EDDI,11:05-03:00,05:55+02:00,340
VIDP,EDDI,16:30+05:00,10:00+02:00,2,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|456,UMMS,SBBR,23:18+03:00,08:20-03:00,320|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300
VIDP,EDDI,16:30+05:00,01:09+02:00,1,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,16:30+05:00,06:52+02:00,1,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300
VIDP,EDDI,16:30+05:00,12:11+02:00,1,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360
VIDP,EDDI,16:30+05:00,18:39+02:00,1,false|1142,VIDP,UMMS,16:30+05:00,22:36+03:00,300|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360
VIDP,EDDI,23:44+05:00,17:16+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|610,UMMS,SPIM,08:51+03:00,17:02-05:00,320|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,23:44+05:00,18:08+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|666,UMMS,SLLP,10:18+03:00,19:10-04:00,320|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300
VIDP,EDDI,23:44+05:00,09:45+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360
VIDP,EDDI,23:44+05:00,14:31+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360
VIDP,EDDI,23:44+05:00,01:09+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,23:44+05:00,11:29+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|990,EBCI,EDDI,09:39+02:00,11:29+02:00,300
VIDP,EDDI,23:44+05:00,16:20+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,23:44+05:00,23:33+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,23:44+05:00,16:20+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,23:44+05:00,23:33+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1074,UMMS,EBCI,11:58+03:00,14:05+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,23:44+05:00,23:33+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1076,UMMS,EBCI,16:17+03:00,19:24+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,23:44+05:00,20:34+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1115,UMMS,LBSF,13:18+03:00,16:54+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,23:44+05:00,01:24+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1119,UMMS,LKPR,17:28+03:00,19:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,23:44+05:00,01:27+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1123,UMMS,LDZA,15:45+03:00,17:18+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,23:44+05:00,01:27+02:00,2,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1125,UMMS,LDZA,17:09+03:00,19:42+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,23:44+05:00,19:45+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,23:44+05:00,20:02+02:00,1,false|1144,VIDP,UMMS,23:44+05:00,05:50+03:00,320|1127,UMMS,EKCH,08:57+03:00,10:17+02:00,320|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,05:21+05:00,18:10+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,05:21+05:00,02:20+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,05:21+05:00,02:20+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,05:21+05:00,17:14+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,05:21+05:00,20:34+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,05:21+05:00,23:33+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1080,LBSF,EBCI,14:24+03:00,17:33+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,05:21+05:00,01:24+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,05:21+05:00,01:24+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,05:21+05:00,01:27+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1213,LBSF,LDZA,17:37+03:00,18:26+02:00,340|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,05:21+05:00,01:27+02:00,1,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1215,LBSF,LDZA,20:32+03:00,21:21+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,05:21+05:00,19:45+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1219,LBSF,EKCH,12:19+03:00,15:23+02:00,360|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,05:21+05:00,20:02+02:00,0,false|1230,VIDP,LBSF,05:21+05:00,11:43+03:00,300|1219,LBSF,EKCH,12:19+03:00,15:23+02:00,360|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,07:52+05:00,02:20+02:00,1,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,07:52+05:00,17:14+02:00,0,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,07:52+05:00,20:34+02:00,0,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,07:52+05:00,23:33+02:00,0,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1080,LBSF,EBCI,14:24+03:00,17:33+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,07:52+05:00,01:24+02:00,1,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,07:52+05:00,01:24+02:00,1,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,07:52+05:00,01:27+02:00,1,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1213,LBSF,LDZA,17:37+03:00,18:26+02:00,340|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,07:52+05:00,01:27+02:00,1,false|1232,VIDP,LBSF,07:52+05:00,13:14+03:00,340|1215,LBSF,LDZA,20:32+03:00,21:21+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:06+05:00,16:52+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|154,LBSF,SEQM,09:07+03:00,16:50-05:00,300|133,SEQM,EDDI,19:12-05:00,16:52+02:00,320
VIDP,EDDI,22:06+05:00,11:10+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|308,LBSF,SVMI,09:28+03:00,15:01-04:00,340|291,SVMI,EDDI,17:38-04:00,11:10+02:00,340
VIDP,EDDI,22:06+05:00,17:16+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|618,LBSF,SPIM,11:27+03:00,19:11-05:00,340|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,22:06+05:00,14:18+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|850,LBSF,SUAA,07:38+03:00,17:18-03:00,300|825,SUAA,EDDI,17:38-03:00,14:18+02:00,320
VIDP,EDDI,22:06+05:00,18:10+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,22:06+05:00,02:20+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,22:06+05:00,18:10+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,22:06+05:00,02:20+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,22:06+05:00,02:20+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,22:06+05:00,07:54+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1004,LBSF,EDDI,05:13+03:00,07:54+02:00,320
VIDP,EDDI,22:06+05:00,08:57+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1006,LBSF,EDDI,06:16+03:00,08:57+02:00,320
VIDP,EDDI,22:06+05:00,17:14+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,22:06+05:00,20:34+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,22:06+05:00,23:33+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1080,LBSF,EBCI,14:24+03:00,17:33+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,22:06+05:00,14:31+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1114,LBSF,UMMS,04:56+03:00,07:32+03:00,360|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360
VIDP,EDDI,22:06+05:00,01:09+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1114,LBSF,UMMS,04:56+03:00,07:32+03:00,360|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,22:06+05:00,14:31+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1116,LBSF,UMMS,08:39+03:00,11:15+03:00,300|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360
VIDP,EDDI,22:06+05:00,01:09+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1116,LBSF,UMMS,08:39+03:00,11:15+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,22:06+05:00,01:24+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1205,LBSF,LKPR,15:59+03:00,17:24+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,22:06+05:00,01:24+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1207,LBSF,LKPR,18:59+03:00,20:24+02:00,360|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,22:06+05:00,01:27+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1211,LBSF,LDZA,11:21+03:00,12:10+02:00,340|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:06+05:00,01:27+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1213,LBSF,LDZA,17:37+03:00,18:26+02:00,340|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:06+05:00,01:27+02:00,2,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1215,LBSF,LDZA,20:32+03:00,21:21+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:06+05:00,19:45+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1217,LBSF,EKCH,11:31+03:00,14:35+02:00,300|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,22:06+05:00,20:02+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1217,LBSF,EKCH,11:31+03:00,14:35+02:00,300|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,22:06+05:00,19:45+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1219,LBSF,EKCH,12:19+03:00,15:23+02:00,360|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,22:06+05:00,20:02+02:00,1,false|1236,VIDP,LBSF,22:06+05:00,04:28+03:00,300|1219,LBSF,EKCH,12:19+03:00,15:23+02:00,360|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,00:58+05:00,11:10+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|316,LKPR,SVMI,11:28+02:00,17:05-04:00,300|291,SVMI,EDDI,17:38-04:00,11:10+02:00,340
VIDP,EDDI,00:58+05:00,10:00+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|466,LKPR,SBBR,06:29+02:00,14:15-03:00,320|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300
VIDP,EDDI,00:58+05:00,18:08+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|678,LKPR,SLLP,10:38+02:00,19:13-04:00,360|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300
VIDP,EDDI,00:58+05:00,18:10+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,00:58+05:00,02:20+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,00:58+05:00,02:20+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,00:58+05:00,02:20+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|910,LKPR,LATI,19:50+02:00,22:11+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,00:58+05:00,10:59+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340
VIDP,EDDI,00:58+05:00,01:24+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,00:58+05:00,12:11+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1040,LKPR,LOWW,06:30+02:00,08:50+02:00,360|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360
VIDP,EDDI,00:58+05:00,18:39+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1040,LKPR,LOWW,06:30+02:00,08:50+02:00,360|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360
VIDP,EDDI,00:58+05:00,12:11+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1042,LKPR,LOWW,08:52+02:00,10:12+02:00,320|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360
VIDP,EDDI,00:58+05:00,18:39+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1042,LKPR,LOWW,08:52+02:00,10:12+02:00,320|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360
VIDP,EDDI,00:58+05:00,16:20+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1086,LKPR,EBCI,10:45+02:00,12:38+02:00,340|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,00:58+05:00,23:33+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1086,LKPR,EBCI,10:45+02:00,12:38+02:00,340|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,00:58+05:00,23:33+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1088,LKPR,EBCI,13:28+02:00,15:21+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,00:58+05:00,23:33+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1090,LKPR,EBCI,18:26+02:00,20:19+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,00:58+05:00,01:09+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1120,LKPR,UMMS,19:07+02:00,23:24+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,00:58+05:00,17:14+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1206,LKPR,LBSF,08:50+02:00,12:15+03:00,360|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,00:58+05:00,20:34+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1206,LKPR,LBSF,08:50+02:00,12:15+03:00,360|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,00:58+05:00,01:27+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1293,LKPR,LDZA,08:04+02:00,10:47+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,00:58+05:00,01:27+02:00,1,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1295,LKPR,LDZA,17:59+02:00,19:42+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,00:58+05:00,19:45+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1299,LKPR,EKCH,09:06+02:00,11:49+02:00,340|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,00:58+05:00,20:02+02:00,0,false|1314,VIDP,LKPR,00:58+05:00,06:13+02:00,340|1299,LKPR,EKCH,09:06+02:00,11:49+02:00,340|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,09:22+05:00,02:20+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,09:22+05:00,02:20+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|910,LKPR,LATI,19:50+02:00,22:11+02:00,300|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,09:22+05:00,01:24+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,09:22+05:00,23:33+02:00,0,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1090,LKPR,EBCI,18:26+02:00,20:19+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,09:22+05:00,01:09+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1120,LKPR,UMMS,19:07+02:00,23:24+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,09:22+05:00,07:54+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|1004,LBSF,EDDI,05:13+03:00,07:54+02:00,320
VIDP,EDDI,09:22+05:00,08:57+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|1006,LBSF,EDDI,06:16+03:00,08:57+02:00,320
VIDP,EDDI,09:22+05:00,17:14+02:00,1,false|1316,VIDP,LKPR,09:22+05:00,15:37+02:00,340|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
