LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SLLP,03:16+02:00,23:40-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,03:16+02:00,04:06-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360|746,WSSS,SLLP,03:05+08:00,04:06-04:00,360
LDZA,SLLP,03:16+02:00,09:50-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360|748,WSSS,SLLP,08:49+08:00,09:50-04:00,360
LDZA,SLLP,03:16+02:00,22:56-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360|750,WSSS,SLLP,21:55+08:00,22:56-04:00,360
LDZA,SLLP,03:16+02:00,22:56-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320|750,WSSS,SLLP,21:55+08:00,22:56-04:00,360
LDZA,SLLP,03:16+02:00,09:28-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|754,WIII,SLLP,10:25+07:00,09:28-04:00,300
LDZA,SLLP,03:16+02:00,15:43-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,03:16+02:00,18:16-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,03:16+02:00,15:43-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,03:16+02:00,18:16-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,03:16+02:00,18:23-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1543,OMDB,RPLL,21:44+04:00,08:34+08:00,320|764,RPLL,SLLP,17:34+08:00,18:23-04:00,320
LDZA,SLLP,08:52+02:00,21:09-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|208,OMDB,SEQM,23:10+04:00,09:06-05:00,320|93,SEQM,SLLP,16:32-05:00,21:09-04:00,320
LDZA,SLLP,08:52+02:00,01:46-04:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|208,OMDB,SEQM,23:10+04:00,09:06-05:00,320|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,08:52+02:00,17:56-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,08:52+02:00,23:06-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,08:52+02:00,08:20-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,08:52+02:00,13:32-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|642,LATI,SLLP,04:48+02:00,13:32-04:00,340
LDZA,SLLP,08:52+02:00,18:59-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|644,LATI,SLLP,09:15+02:00,18:59-04:00,320
LDZA,SLLP,08:52+02:00,21:39-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|646,LATI,SLLP,12:55+02:00,21:39-04:00,360
LDZA,SLLP,08:52+02:00,03:43-04:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|958,OMDB,LATI,20:52+04:00,00:36+02:00,340|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,08:52+02:00,12:51-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1168,OMDB,UMMS,20:09+04:00,01:59+03:00,340|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320
LDZA,SLLP,08:52+02:00,19:10-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1168,OMDB,UMMS,20:09+04:00,01:59+03:00,340|666,UMMS,SLLP,10:18+03:00,19:10-04:00,320
LDZA,SLLP,08:52+02:00,04:55-04:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1168,OMDB,UMMS,20:09+04:00,01:59+03:00,340|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,08:52+02:00,12:52-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1254,OMDB,LBSF,20:30+04:00,01:53+03:00,360|670,LBSF,SLLP,03:42+03:00,12:52-04:00,360
LDZA,SLLP,08:52+02:00,22:03-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1254,OMDB,LBSF,20:30+04:00,01:53+03:00,360|672,LBSF,SLLP,13:53+03:00,22:03-04:00,300
LDZA,SLLP,08:52+02:00,08:36-04:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1254,OMDB,LBSF,20:30+04:00,01:53+03:00,360|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,08:52+02:00,11:15-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,08:52+02:00,20:43-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,08:52+02:00,07:29-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|716,VTBS,SLLP,05:58+07:00,07:29-04:00,360
LDZA,SLLP,08:52+02:00,15:54-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,08:52+02:00,20:13-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,08:52+02:00,15:54-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,08:52+02:00,20:13-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,08:52+02:00,01:54-04:00,2,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1517,OMDB,ZBAA,19:19+04:00,06:51+08:00,300|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,08:52+02:00,13:33-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,08:52+02:00,11:57-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,08:52+02:00,17:45-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,08:52+02:00,23:40-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,08:52+02:00,22:56-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320|750,WSSS,SLLP,21:55+08:00,22:56-04:00,360
LDZA,SLLP,08:52+02:00,15:43-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,08:52+02:00,18:16-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,08:52+02:00,18:23-04:00,1,false|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1543,OMDB,RPLL,21:44+04:00,08:34+08:00,320|764,RPLL,SLLP,17:34+08:00,18:23-04:00,320
LDZA,SLLP,22:35+02:00,21:17-04:00,1,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|724,OMDB,SLLP,10:38+04:00,21:17-04:00,360
LDZA,SLLP,22:35+02:00,23:41-04:00,1,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|726,OMDB,SLLP,12:02+04:00,23:41-04:00,300
LDZA,SLLP,22:35+02:00,08:20-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,22:35+02:00,03:43-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,22:35+02:00,04:55-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1166,OMDB,UMMS,13:46+04:00,18:36+03:00,320|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,22:35+02:00,08:36-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1252,OMDB,LBSF,11:12+04:00,16:35+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,22:35+02:00,10:26-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1452,OMDB,VIDP,11:32+04:00,16:18+05:00,360|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,22:35+02:00,10:26-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1454,OMDB,VIDP,14:03+04:00,19:49+05:00,360|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,22:35+02:00,06:45-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|710,RKSI,SLLP,05:54+09:00,06:45-04:00,300
LDZA,SLLP,22:35+02:00,11:15-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,22:35+02:00,20:43-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,22:35+02:00,11:15-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,22:35+02:00,20:43-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,22:35+02:00,01:54-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1513,OMDB,ZBAA,09:27+04:00,20:59+08:00,340|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,22:35+02:00,13:33-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,22:35+02:00,04:06-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|738,WMKK,SLLP,03:03+08:00,04:06-04:00,320
LDZA,SLLP,22:35+02:00,11:57-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,22:35+02:00,17:45-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,22:35+02:00,11:57-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,22:35+02:00,17:45-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,22:35+02:00,04:06-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360|746,WSSS,SLLP,03:05+08:00,04:06-04:00,360
LDZA,SLLP,22:35+02:00,09:50-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360|748,WSSS,SLLP,08:49+08:00,09:50-04:00,360
LDZA,SLLP,22:35+02:00,09:28-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|754,WIII,SLLP,10:25+07:00,09:28-04:00,300
LDZA,SLLP,22:35+02:00,15:43-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,22:35+02:00,18:16-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1537,OMDB,WIII,13:37+04:00,03:27+07:00,320|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,22:35+02:00,15:43-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,22:35+02:00,18:16-04:00,2,false|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1539,OMDB,WIII,23:22+04:00,13:12+07:00,300|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,02:04+02:00,21:09-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|212,ZBAA,SEQM,11:32+08:00,12:01-05:00,300|93,SEQM,SLLP,16:32-05:00,21:09-04:00,320
LDZA,SLLP,02:04+02:00,01:46-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|212,ZBAA,SEQM,11:32+08:00,12:01-05:00,300|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,02:04+02:00,21:09-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|214,ZBAA,SEQM,13:15+08:00,14:44-05:00,300|93,SEQM,SLLP,16:32-05:00,21:09-04:00,320
LDZA,SLLP,02:04+02:00,01:46-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|214,ZBAA,SEQM,13:15+08:00,14:44-05:00,300|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,02:04+02:00,01:46-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|216,ZBAA,SEQM,18:01+08:00,19:30-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,02:04+02:00,23:06-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|512,ZBAA,SBBR,17:58+08:00,18:44-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,02:04+02:00,01:54-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,02:04+02:00,21:39-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|646,LATI,SLLP,12:55+02:00,21:39-04:00,360
LDZA,SLLP,02:04+02:00,03:43-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|960,ZBAA,LATI,13:48+08:00,09:39+02:00,340|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,02:04+02:00,04:55-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1172,ZBAA,UMMS,15:18+08:00,14:44+03:00,360|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,02:04+02:00,08:36-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1260,ZBAA,LBSF,17:22+08:00,15:39+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,02:04+02:00,08:20-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1516,ZBAA,OMDB,17:13+08:00,20:45+04:00,300|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,02:04+02:00,23:40-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1551,ZBAA,WMKK,13:30+08:00,20:49+08:00,300|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,02:04+02:00,11:57-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,02:04+02:00,17:45-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,02:04+02:00,23:40-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,02:04+02:00,22:56-04:00,0,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320|750,WSSS,SLLP,21:55+08:00,22:56-04:00,360
LDZA,SLLP,02:04+02:00,04:06-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|746,WSSS,SLLP,03:05+08:00,04:06-04:00,360
LDZA,SLLP,02:04+02:00,09:50-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|748,WSSS,SLLP,08:49+08:00,09:50-04:00,360
LDZA,SLLP,02:04+02:00,22:56-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320|750,WSSS,SLLP,21:55+08:00,22:56-04:00,360
LDZA,SLLP,02:04+02:00,09:28-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|754,WIII,SLLP,10:25+07:00,09:28-04:00,300
LDZA,SLLP,02:04+02:00,15:43-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,02:04+02:00,18:16-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,02:04+02:00,03:45-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|760,RPLL,SLLP,02:56+08:00,03:45-04:00,320
LDZA,SLLP,02:04+02:00,09:07-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|762,RPLL,SLLP,08:18+08:00,09:07-04:00,360
LDZA,SLLP,02:04+02:00,18:23-04:00,1,false|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|764,RPLL,SLLP,17:34+08:00,18:23-04:00,320
LDZA,SLLP,10:54+02:00,01:54-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,10:54+02:00,02:46-04:00,2,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320
LDZA,SLLP,10:54+02:00,10:26-04:00,2,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,10:54+02:00,14:55-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|722,OMDB,SLLP,03:16+04:00,14:55-04:00,340
LDZA,SLLP,10:54+02:00,21:17-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|724,OMDB,SLLP,10:38+04:00,21:17-04:00,360
LDZA,SLLP,10:54+02:00,23:41-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|726,OMDB,SLLP,12:02+04:00,23:41-04:00,300
LDZA,SLLP,10:54+02:00,08:20-04:00,2,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,10:54+02:00,11:57-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,10:54+02:00,17:45-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,10:54+02:00,23:40-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1553,ZBAA,WMKK,22:35+08:00,05:54+08:00,300|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,10:54+02:00,09:28-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|754,WIII,SLLP,10:25+07:00,09:28-04:00,300
LDZA,SLLP,10:54+02:00,15:43-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|756,WIII,SLLP,16:40+07:00,15:43-04:00,360
LDZA,SLLP,10:54+02:00,18:16-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1567,ZBAA,WIII,22:27+08:00,05:25+07:00,340|758,WIII,SLLP,19:13+07:00,18:16-04:00,320
LDZA,SLLP,10:54+02:00,03:45-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|760,RPLL,SLLP,02:56+08:00,03:45-04:00,320
LDZA,SLLP,10:54+02:00,09:07-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|762,RPLL,SLLP,08:18+08:00,09:07-04:00,360
LDZA,SLLP,10:54+02:00,18:23-04:00,1,false|1371,LDZA,ZBAA,10:54+02:00,18:46+08:00,300|1573,ZBAA,RPLL,19:28+08:00,00:06+08:00,340|764,RPLL,SLLP,17:34+08:00,18:23-04:00,320
LDZA,SLLP,12:45+02:00,01:54-04:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,12:45+02:00,02:46-04:00,2,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320
LDZA,SLLP,12:45+02:00,10:26-04:00,2,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1464,ZBAA,VIDP,23:36+08:00,05:15+05:00,340|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,12:45+02:00,14:55-04:00,1,false|1373,LDZA,ZBAA,12:45+02:00,20:37+08:00,360|1518,ZBAA,OMDB,22:28+08:00,01:00+04:00,340|722,OMDB,SLLP,03:16+04:00,14:55-04:00,340
